http://www.pestnet.org/fact_sheets/fruit_flies__samoa_169.htm, Bactrocera xanthodes
http://www.pestnet.org/fact_sheets/fruit_flies__samoa_169.htm, Bactrocera distincta
http://www.pestnet.org/fact_sheets/fruit_flies__samoa_169.htm, Bactrocera obscura
http://www.pestnet.org/fact_sheets/fruit_flies__samoa_169.htm, Bactrocera aenigmatica
http://www.pestnet.org/fact_sheets/fruit_flies__samoa_169.htm, Bactrocera samoae
http://www.pestnet.org/fact_sheets/fruit_flies__samoa_169.htm, Bactrocera paraxanthodes
http://www.pestnet.org/fact_sheets/fruit_flies__samoa_169.htm, Bactrocera xanthodes
http://www.pestnet.org/fact_sheets/fruit_flies__samoa_169.htm, Bactrocera paraxanthodea
http://www.pestnet.org/fact_sheets/fruit_flies__samoa_169.htm, Bactrocera neoxanthodes
http://www.pestnet.org/fact_sheets/eggplant_flea_beetle_247.htm, Psylliodes brettinghami
http://www.pestnet.org/fact_sheets/eggplant_bean_ladybird_beetle_058.htm, Epilachna vigintioctopunctata
http://www.pestnet.org/fact_sheets/cucumber_moth_033.htm, Diaphania indica
http://www.pestnet.org/fact_sheets/coffee_green_scale_272.htm, Coccus celatus
http://www.pestnet.org/fact_sheets/coffee_green_scale_272.htm, Coccus viride
http://www.pestnet.org/fact_sheets/coffee_berry_borer_118.htm, Hypothenemus hampei
http://www.pestnet.org/fact_sheets/coffee_brown_scale_066.htm, Saissetia coffeae
http://www.pestnet.org/fact_sheets/coconut_termite_116.htm, Neotermes rainbowi
http://www.pestnet.org/fact_sheets/coconut_spike_moth_111.htm, Tirathaba rufivena
http://www.pestnet.org/fact_sheets/coconut_stick_insect_102.htm, Graeffea crouanii
http://www.pestnet.org/fact_sheets/coconut_spathe_bug_062.htm, Axiagastus cambelli
http://www.pestnet.org/fact_sheets/coconut_scale_104.htm, Aspidiotus destructor
http://www.pestnet.org/fact_sheets/coconut_rhinoceros_beetle__oryctes_108.htm, Oryctes rhinoceros
http://www.pestnet.org/fact_sheets/coconut_leafminer_060.htm, Promecotheca
